id_conferma,compratore,venditore,qta,prezzo_acq,articolo,n_conf,data_conf,prezzo_vend,luogo_consegna,condizioni_pag,note,carico,arrivo,emailv,emailc,condizioni_pag_venditore
1117,590,251,1000,4.3400,192,"933","01/12/21 00:00:00",4.9900,"FIZZONASCO DI PIEVE EMANUELE, MI- ITALY",2,,0,1,0,0,1
655,80,13,750,11.2300,188,"530","03/04/19 00:00:00",12.1800,"SAN GIOVANNI DEL DOSSO",13,"FESA BOVINA BIO PAD - BOVINO ADULTO >24 MESI",0,1,0,0,
656,80,13,750,8.0800,189,"531","03/04/19 00:00:00",8.8800,"SAN GIOVANNI DEL DOSSO",13,"SOTTOFESA BOVINA BIO PAD - BOVINO ADULTO >24 MESI",0,1,0,0,
657,80,13,750,11.8800,188,"532","03/04/19 00:00:00",12.9800,"SAN GIOVANNI DEL DOSSO",13,"FESA BOVINA BIO PAD - VITELLONE <24 MESI",0,1,0,0,
658,80,13,750,9.2800,189,"533","03/04/19 00:00:00",10.0800,"SAN GIOVANNI DEL DOSSO",13,"SOTTOFESA BOVINA BIO PAD - VITELLONE <24 MESI",0,1,0,0,
659,564,325,3000,0.7500,21,"534","03/05/19 00:00:00",0.8000,"San Vittore Olona",14,"Latte di capra nazionale - 3000 litri circa - fatturazione in litri. Il prezzo sopra riportato è da intendersi €/litro fco partenza + 100 euro trasporto.",1,0,0,0,
661,32,26,22000,4.9500,33,"535","03/05/19 00:00:00",4.9900,"TASSULLO, TN-ITALY",2,"Burro BIOLOGICO CONGELATO ORIGINE DANIMARCA NON - SALATO, LACTIC,  produzione da Giugno 2018 in poi- max.3 Lotti.",0,1,0,0,
662,513,294,200,2.9000,183,"536","03/05/19 00:00:00",3.5000,"VIDIGULFO, PV",2,,0,1,0,0,
663,1,284,75000,0.3500,193,"537","03/07/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
211,504,283,300,6.5000,15,"143","07/27/16 00:00:00",7.2000,"Via Giuseppe Mazzini, 105, 24018 Villa d'Almè Bergamo, Italia",1,"300 OG OF FRESH ORGANIC PORK SHOULDERS, WEIGHT RANGE AROUND 6,00 KG, DEBONED, RIND OFF - DELIVERY 08/08 OR 09/08",0,1,0,0,
212,504,283,400,6.4000,105,"144","07/27/16 00:00:00",7.0500,"Via Giuseppe Mazzini, 105, 24018 Villa d'Almè Bergamo, Italia",1,"400 KG OF ORGANIC FRESH PORK NECKS, DEBONED, DEFATTED, RIND OFF, WEIGHT AROUND 2,0-2,5 KG, DELIVERY 08/08 OR 09/08",0,1,0,0,
213,504,283,60,4.3000,97,"145","07/27/16 00:00:00",4.7000,"Via Giuseppe Mazzini, 105, 24018 Villa d'Almè Bergamo, Italia",1,"AROUND 60 KG OF FRESH ORGANIC PORK JAWLS, RIND OFF - WEIGHT AROUND 2,0 KG - DELIVERY 08/08 OR 09/08",0,1,0,0,
226,509,283,25,4.8000,97,"158","09/22/16 00:00:00",5.3000,"VIA CASTELLETTO,11 - 27057 VARZI, PAVIA ITALIA",1,"GOLE SCOTENNATE",0,1,0,0,
231,80,254,100,12.0000,150,"161","09/30/16 00:00:00",13.0000,"SAN GIOVANNI DEL DOSSO - MN",3,"AROUND 100 KG OF ORGANIC TURKEY BREAST - DELIVERY PLACE: SALUMIFICIO PEDRAZZOLI, Via S.Giovanni, 16 - 46020 San Giovanni del Dosso - MN - ITALY",0,1,0,0,
230,149,246,1000,4.2000,45,"160","09/27/16 00:00:00",4.4500,"PONTE S.MARCO  (BS), ITALIE",2,"Pagamento 30 Gg.Riba netto data fattura,",0,1,0,0,
232,488,288,1125,1.2400,159,"162","10/03/16 00:00:00",1.2700,"CASTROGONZALO,  Zamora - Spain",3,,1,0,0,0,
233,97,77,15000,0.5500,37,"163","10/06/16 00:00:00",0.5700,"Via delle Fosse n. 10 - 37050 VALLESE DI OPPEANO VR",1,"LATTE CRUDO BIOLOGICO NAZIONALE, FATTURAZIONE CON LA MEDIA DELLE PESATE.",1,0,0,0,
1125,563,323,750,4.8000,59,"938","01/14/21 00:00:00",5.4000,"VALSAMOGGIA, BO - ITALY",13,,0,1,0,0,1
1126,616,360,6000,7.2000,93,"939","01/14/21 00:00:00",7.8000,"via Omobono Cenini 19 - 230330 Chiuro - SO",2,"ORGANIC BEEF TOPSIDE PAD, quantity between 800-1000 kg - completely cleaned, weight range 5,0 kg +  a weight below 5,00 kg won't be accepted and then rejected.",0,1,0,0,1
1128,77,373,8000,2.8800,29,"941","01/20/21 00:00:00",2.9500,"ZANE', VI",2,"BURRO ZANGOLATO.",0,1,0,0,11
1129,601,27,3000,4.9400,203,"942","01/21/21 00:00:00",5.1300,"NL-4761 PJ Zevenbergen",11,,0,1,0,0,1
1131,32,19,22000,5.6500,33,"944","01/26/21 00:00:00",5.7000,"FOSSANO, CN - ITALY",2,,0,1,0,0,1
1130,76,367,1500,4.5000,107,"943","01/25/21 00:00:00",5.1200,"DAVERIO. MI",1,"MOZZARELLA  senza  Lattosio",1,0,0,0,14
1133,77,342,22000,3.5500,54,"946","01/27/21 00:00:00",3.5700,"ZANE', VI - ITALY",2,"lUMIKO  sweet cream fresh butter 82%",0,1,0,0,1
1132,77,284,22000,3.4900,28,"945","01/26/21 00:00:00",3.5500,"ZANE, VI - ITALY",2,"POLMLEK  sweet cream butter 25 kg blocs.",0,1,0,0,1
665,591,273,1000,5.8000,33,"539","03/08/19 00:00:00",5.9500,"88367 Hohentengen, GERMANY",1,,0,1,0,0,
664,590,251,1000,4.3500,192,"538","03/08/19 00:00:00",4.6500,"20090 Fizzonasco di Pieve Emanuele (MI) - Italy",2,"PAGAMENTO 30 GG.RIBA NETTO DATA FATTURA.",0,1,0,0,
666,1,284,75000,0.3500,193,"540","03/14/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
668,37,27,1500,4.6500,59,"542","03/19/19 00:00:00",4.9400,"PADOVA , ITALIEN",2,,0,1,0,0,
667,576,325,3250,0.7500,21,"541","03/18/19 00:00:00",0.8000,"San Vittore Olona",14,"Latte di capra nazionale - 3000/3500 litri circa - fatturazione in litri. Il prezzo sopra riportato è da intendersi €/litro fco partenza + 100 euro trasporto.",1,0,0,0,
669,563,323,750,4.7000,59,"543","03/20/19 00:00:00",5.1000,"VALSAMOGGIA,  BO - ITALIEN",13,,0,1,0,0,
670,1,284,75000,0.3500,193,"544","03/22/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
671,452,26,16000,5.4500,33,"545","03/26/19 00:00:00",5.6000,"CASTELFRANCO VENETO, TV - ITALY",13,,0,1,0,0,
440,1,284,75000,0.3350,38,"339","04/04/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
439,564,325,12000,0.7200,21,"338","04/03/18 00:00:00",0.7700,"Via dell'Industria, 26 - Località Orfengo - 28060 CASALINO (No)",13,"Latte di capra fresco nazionale - il prezzo sopra riportato è da intendersi €/litro. Fatturazione in Litri. Prezzo comprensivo di trasporto 100 €.",0,1,0,0,
444,513,294,300,2.9000,183,"343","04/12/18 00:00:00",3.2000,"VIDIGULFO",14,,0,1,0,0,
442,1,284,25000,0.4400,184,"341","04/11/18 00:00:00",0.4600,"Haslacher Straße 12  -  79115 Freiburg",1,"Organic Past. Milk with natural fat content - latte bio pastorizzato con grasso naturale.",1,0,0,0,
443,1,284,75000,0.3350,38,"342","04/11/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
446,149,323,750,4.7500,59,"345","04/13/18 00:00:00",5.0800,"PONTE SAN MARCO, BS- ITALY",2,,0,1,0,0,
445,1,265,25000,0.3350,8,"344","04/12/18 00:00:00",0.3650,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Latte bio pastorizzato 3,5% - fatturazione con media valori.",1,0,0,0,
452,80,13,750,11.8800,188,"350","04/19/18 00:00:00",12.9800,"SAN GIOVANNI DEL DOSSO - MN",1,"VITELLONE < 24 MESI, 
DATE DI CONSEGNA INDICATIVE,
MERCE CONGELATA",0,1,0,0,
337,263,26,1600,7.8000,70,"246","06/27/17 00:00:00",8.4000,"10060  NONE- Torino, Italy",3,,0,0,0,0,
349,1,297,44000,0.5300,37,"256","08/25/17 00:00:00",0.5700,"Km. 16 Strada Provinciale Rivoltana, 20060 Truccazzano (MI)",2,"Latte Crudo Biologico. Fatturazione con pesata cliente.",1,0,0,0,
344,1,265,125000,0.4350,8,"251","07/25/17 00:00:00",0.4650,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Latte bio pastorizzato 3,5% - fatturazione con media valori.",1,0,0,0,
350,513,14,100,4.8000,46,"257","08/25/17 00:00:00",5.1000,"Via Madonnina 32 - 27018 VIDIGULFO (PV)",1,,0,1,0,0,
351,128,118,12500,0.5500,37,"258","09/01/17 00:00:00",0.5800,"Viale della Favorita - 46100 Mantova",1,"Latte Crudo Biologico - carico ore 13,00 del 06/09. Fatturazione con media delle pesate tra cliente e fornitore.",1,0,0,0,
353,72,26,2000,7.1500,33,"260","09/13/17 00:00:00",7.3000,"37030 Colognola ai Colli / VR - Italy",2,"PAGAMENTO 30 GIORNI RIBA Netto data fattura. 
2.000 kg Burro BIO Estero, congelato.",0,1,0,0,
359,513,14,300,4.8000,46,"266","09/29/17 00:00:00",5.1000,"VIA MADONNINA, 32  - 27018 VIDIGULFO (PV)",1,,0,1,0,0,
355,450,26,1000,7.3200,33,"262","09/14/17 00:00:00",7.5700,"CHEF SERVICE - FORLì, ITALY",2,"Pagamento RIBA 30 GG netto data fattura,",0,1,0,0,
976,1,12,25000,0.4800,37,"820","07/27/20 00:00:00",0.5000,"ALIVAL SPA - Via Barsotto, 3, 55016 Porcari LU",2,"hu origin organic milk, invoicing with AVERAGE WEIGHT",0,1,0,0,1
80,51,188,1000,5.2300,59,"46","09/02/15 00:00:00",6.8500,"LISCATE, Italy",2,"pagamento 30 gg.Riba Netto.",0,0,0,0,
85,436,236,1000,9.0000,139,"49","09/11/15 00:00:00",10.0000,"BUSSETO (PR), ITALY",2,,0,0,0,0,
86,355,8,10000,0.7000,37,"50","09/17/15 00:00:00",0.7500,"Via - Molza, 1906 --  41018 San Cesario sul Panaro (MO)",3,"LATTE BIO NAZIONALE",1,0,0,0,
87,63,8,22000,0.6900,37,"51","09/21/15 00:00:00",0.7200,"San Cesario sul Panaro + Anzola Emilia",3,"LATTE CRUDO BIOLOGICO NAZIONALE - ritiro a partire dalle h 9,00.",1,0,0,0,
88,79,14,50,5.6500,33,"52","09/22/15 00:00:00",7.0500,"90013 CASTELBUONO, Palermo",3," 50 kg di Burro BIO. FRESCO. Prezzo €.kg  inlcude trasporto di 20 €uro",0,1,0,0,
89,63,8,22000,0.6900,37,"53","09/24/16 00:00:00",0.7200,"SAN CESARIO SUL PANARO + ANZOLA EMILIA",15,"latte crudo Biologico Nazionale - pagamento a ricevimento pesata.",1,0,0,0,
90,149,246,1000,3.8000,45,"54","09/30/15 00:00:00",4.1500,"25011 PONTE SAN MARCO, Bs- Italy",2,,0,0,0,0,
92,62,8,16000,0.6900,37,"56","10/02/15 00:00:00",0.7600,"Casalmaggiore (CR)",15,"LATTE CRUDO BIOLOGICO NAZIONALE  -  trasporto 450 €, da aggiungere al prezzo. Consegna verso mezzogiorno.",0,1,0,0,
586,563,323,750,4.6000,59,"469","11/02/18 00:00:00",5.0000,"VALSAMOGGIA, BOLOGNA - ITALIEN",13,,0,1,0,0,
886,32,273,22000,4.1550,33,"743","03/16/20 00:00:00",4.2300,"TASSULLO, TN- ITALY",15,"BAYERNLAND  organic  Butter.",0,0,0,0,
932,465,11,25000,0.2400,38,"781","04/22/20 00:00:00",0.3000,"TETTNANG",3,"TRANSPORT COMPANY: ADAMI AUTOTRASPORTI SPA",1,0,0,0,1
888,590,251,1000,4.3000,192,"745","03/18/20 00:00:00",4.8500,"20090 Fizzonasco di Pieve Emanuele (MI) - Italy",2,,0,1,0,0,
933,465,9,25000,0.2700,38,"782","04/30/20 00:00:00",0.2900,"TAGLIATA D'ANTOGNANO 4 - RUSTIGAZZO 29018 LUGAGNANO VAL D'ARDA PC - ITALY",3,"SK ORIGIN",0,1,0,0,1
935,71,314,48000,2.9000,45,"784","05/06/20 00:00:00",3.0400,"ALBAREDO D'ADIGE - VR, ITALIE",13,"GOODS IN THE USUAL BIG BAG AGREED FOR RIGONI (BB1B) .",0,0,0,0,1
936,465,9,25000,0.2900,38,"785","05/06/20 00:00:00",0.3100,"TAGLIATA D'ANTOGNANO 4 - RUSTIGAZZO 29018 LUGAGNANO VAL D'ARDA PC - ITALY",3,"SK ORIGIN RAW MILK",0,1,0,0,1
938,109,9,50000,0.2900,38,"787","05/12/20 00:00:00",0.3100," Via Cassinone, 32, 24068 Seriate BG",2,"LATTE CRUDO SLOVACCO, RAW MILK SK ORIGIN",0,1,0,0,1
894,450,26,2700,7.3800,70,"751","03/24/20 00:00:00",7.6000,"CHEF SERVICE FORLì - ITALY",2,"Organic LIQUID AMF .",0,1,0,0,
1134,513,14,100,4.8000,46,"947","01/27/21 00:00:00",5.1000,"Via Madonnina   32 - 27018 Vidigulfo (PV)",2,"panna biologica al 36% + certificato di analisi",0,1,0,0,2
1127,632,318,44000,1.7200,121,"940","01/14/21 00:00:00",1.7600,"GHEDI, Brescia",2,"wpc 35% ACID in Big Bags.",0,1,0,0,3
1135,623,251,300,11.6000,205,"948","02/01/21 00:00:00",12.6000,"FIRENZUOLA, ITALY",2,,0,1,0,0,1
1136,564,325,8000,0.8300,21,"949","02/02/21 00:00:00",0.9300,"SAN VITTORE OLONA",13,"Latte di capra nazionale, prezzo espresso €/Lt. + costo di trasporto 150 €, orario di scarico 8,30 - 9,00",1,0,0,0,14
1137,77,373,8000,2.9400,29,"950","02/08/21 00:00:00",2.9900,"ZANE'",2,,0,1,0,0,11
1140,513,14,100,4.8000,46,"952","02/10/21 00:00:00",5.1000,"Via Madonnina 32 - 27018 Vidigulfo (PV)",2,"panna bio al 36% + certificato di analisi",0,1,0,0,2
614,71,314,48000,2.6500,45,"495","12/13/18 00:00:00",2.7000,"Via dell' Agricoltura, 21, 37041 Albaredo D'adige VR, Italie",1,"GOODS IN BIG BAGS LIKE THE LAST DELIVERIES.",0,1,0,0,
447,1,284,25000,0.4400,184,"346","04/18/18 00:00:00",0.4600,"Haslacher Straße 12  -  79115 Freiburg",1,"Organic Past. Milk with natural fat content - latte bio pastorizzato con grasso naturale.",1,0,0,0,
448,1,284,75000,0.3350,38,"347","04/18/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
449,1,265,25000,0.3350,8,"348","04/19/18 00:00:00",0.3650,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Loading late afternoon - Latte bio pastorizzato 3,5% - fatturazione con media valori. Carico tardo pomeriggio.",1,0,0,0,
453,80,13,750,11.2300,188,"351","04/19/18 00:00:00",12.1800,"SAN GIOVANNI DEL DOSSO",1,"BOVINO ADULTO > 24 MESI
DATE DI CONSEGNA INDICATIVE,
MERCE CONGELATA",0,1,0,0,
458,557,294,250,2.9000,183,"356","04/19/18 00:00:00",3.0000,"SAN PIETRO IN GU -",13,,0,1,0,0,
454,80,13,750,9.2800,189,"352","04/19/18 00:00:00",10.0800,"SAN GIOVANNI DEL DOSSO",1,"VITELLONE < 24 MESI, 
DATE DI CONSEGNA INDICATIVE,
MERCE CONGELATA",0,1,0,0,
459,450,26,2000,6.4900,33,"357","04/23/18 00:00:00",6.7900,"CHEF SERVICE, ITALY",2,,0,1,0,0,
455,80,13,750,8.0800,189,"353","04/19/18 00:00:00",8.8800,"SAN GIOVANNI DEL DOSSO",1,"BOVINO ADULTO > 24 MESI
DATE DI CONSEGNA INDICATIVE,
MERCE CONGELATA",0,1,0,0,
451,80,328,3000,11.0000,150,"349","04/19/18 00:00:00",12.3000,"San Giovanni del Dosso",14,"Le date di consegna sono indicative, verranno comunicate dal fornirore - da evitare come giorni di consegna il Lunedì ed il Venerdì.
Perro di tacchino bio congelato con scadenza minima richiesta di 6 mesi.",0,1,0,0,
460,526,319,0,2.0100,103,"358","04/24/18 00:00:00",2.0400,"BOLOGNA, NORTH ITALY",3,,1,0,0,0,
456,80,13,330,9.0800,190,"354","04/19/18 00:00:00",9.9800,"SAN GIOVANNI DEL DOSSO",1,"VITELLONE < 24 MESI, 
DATE DI CONSEGNA INDICATIVE,
MERCE CONGELATA",0,1,0,0,
470,1,284,25000,0.4400,184,"367","05/09/18 00:00:00",0.4600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
457,80,13,330,8.0800,190,"355","04/19/18 00:00:00",8.7800,"SAN GIOVANNI DEL DOSSO",1,"BOVINO ADULTO > 24 MESI
DATE DI CONSEGNA INDICATIVE,
MERCE CONGELATA",0,1,0,0,
462,1,284,75000,0.3350,38,"360","04/24/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
461,1,284,25000,0.4400,184,"359","04/24/18 00:00:00",0.4600,"Haslacher Straße 12  -  79115 Freiburg",1,"Organic Past. Milk with natural fat content - latte bio pastorizzato con grasso naturale.",1,0,0,0,
464,1,265,25000,0.3200,8,"362","05/03/18 00:00:00",0.3450,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Latte bio pastorizzato 3,5% - fatturazione con media valori.",1,0,0,0,
603,71,314,24000,2.4500,45,"485","11/28/18 00:00:00",2.5000,"ALBAREDO D'ADIGE - VR, ITALIE",1,"GOODS IN BIG BAG LIKE LAST DELIVERIES.",0,1,0,0,
934,88,360,300,7.2000,185,"783","04/30/20 00:00:00",7.8000,"SALUMIFICIO MOTTOLINI, via Lozzoni 5 - 23030 Poggiridenti (SO)",2,"quantità da definirsi prossima settimana, packaging sottovuot da definire
quantity to be finally confirmed next week, packaging to be finally agreed with the customer about the vacumm package",0,1,0,0,1
937,450,26,2700,7.3800,70,"786","05/06/20 00:00:00",7.6000,"CHEF SERVICE FORLI, ITALY",2,"ORGANIC LIQUID BUTTEROIL.",0,1,0,0,1
939,564,325,3000,0.8300,21,"788","05/13/20 00:00:00",0.9300,"SAN VITTORE OLONA",13,"latte di capra nazionale, prezzo espressoo €/LITRO fco partenza + COSTO DI TRASPORTO 150 €URO, orario di scarico 8,00 -8,30",0,1,0,0,14
898,37,314,5000,2.9050,45,"755","03/30/20 00:00:00",3.1000,"PADOVA, ITALIE",2,,0,1,0,0,
897,76,4,22000,3.0700,17,"754","03/30/20 00:00:00",3.1000,"DAVERIO, MI- ITALY",1,"CANDIA  French whey butter.",0,1,0,0,
899,32,273,44000,4.1750,33,"756","03/30/20 00:00:00",4.2500,"TASSULLO, NORTH ITALY",15,"BAYERNLAND -ORGANIC BUTTER.",0,1,0,0,
900,149,251,1500,4.7500,59,"757","04/01/20 00:00:00",5.1700,"PONTE SAN MARCO, BS- ITALY",2,,0,1,0,0,
942,1,13,20000,0.5500,37,"790","05/13/20 00:00:00",0.5700,"Spino D'Adda",2,,1,0,0,0,13
469,6,265,25000,0.3300,8,"366","05/08/18 00:00:00",0.4200,"A-5252 Aspach Wildenauerstraße 11",14,"ORGANIC PAST. MILK 3,5% - driver DI SIMO TRASPORTI. Loading 13,00. Invoicing with average kgs value supplier-customer.",1,0,0,0,
463,1,265,25000,0.3200,8,"361","04/24/18 00:00:00",0.3450,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Latte bio pastorizzato 3,5% - fatturazione con media valori.",1,0,0,0,
465,1,284,25000,0.4400,184,"363","05/03/18 00:00:00",0.4600,"Haslacher Straße 12  -  79115 Freiburg",1,"Organic Past. Milk with natural fat content - latte bio pastorizzato con grasso naturale.",1,0,0,0,
471,1,284,75000,0.3350,38,"368","05/09/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
472,37,314,2000,2.8000,45,"369","05/15/18 00:00:00",3.0200,"PADOVA",2,,0,1,0,0,
476,1,81,25000,0.3300,37,"373","05/17/18 00:00:00",0.3700,"Biomilchstraße 1 - 82346 Andechs",11,"Organic raw milk - loading at 10,00.",1,0,0,0,
473,1,284,25000,0.4400,184,"370","05/16/18 00:00:00",0.4600,"Haslacher Straße 12  -  79115 Freiburg",1,"Organic Past. Milk with natural fat content - latte bio pastorizzato con grasso naturale.",1,0,0,0,
474,1,284,75000,0.3350,38,"371","05/16/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
91,80,236,1400,8.8000,139,"55","09/30/15 00:00:00",10.0000,"SAN GIOVANNI DEL DOSSO - MANTOVA",1,"weight range 4-8 kg - usual quality - delivery date is just an indication for our program
pezzatura 4-8 kg - solità qualità - la data di consegna è solamente indicativa",0,1,0,0,
94,436,236,900,9.0000,139,"58","10/07/15 00:00:00",10.0000,"BUSSETO (PR)",1,"FROZEN GOODS - 1 PALLET OF 900 KG",0,1,0,0,
93,63,8,22000,0.6900,37,"57","10/06/15 00:00:00",0.7200,"SAN CESARIO SUL PANARO + ANZOLA EMILIA",15,"latte crudo Biologico Nazionale - pagamento a ricevimento pesata.",1,0,0,0,
96,80,250,2800,14.5000,150,"60","10/08/15 00:00:00",15.6000,"SAN GIOVANNI DEL DOSSO MANTOVA, ITALY",1,"per ciascuna consegna due 2 palletts di petto di tacchino bio, ciascun pallet del peso c.a. 600-700 kg
pagamento bonifico bancario 30 giorni netto data fattura",0,1,0,0,
99,63,8,22000,0.7000,37,"62","10/16/15 00:00:00",0.7300,"SAN CESARIO SUL PANARO+ ANZOLA EMILIA",15,"Latte crudo Biologico Nazionale - pagamento a ricevimento pesata.",1,0,0,0,
98,66,253,600,7.8000,79,"61","10/13/15 00:00:00",8.4500,"lavezzola",12,,0,1,0,0,
102,62,8,15000,0.7300,37,"65","10/22/15 00:00:00",0.7800,"CASLMAGGIORE (CR)",15,"Latte crudo Biologico Nazionale - prezzo: 0,70 €.kg fco partenza + 450 € di trasporto, già compreso nel prezzo.",0,1,0,0,
108,66,254,300,12.2600,154,"68","12/02/15 00:00:00",13.4800,"lavezzola",3,"FROZEN CHICKEN BREAST- THE PRICE INCLUDED ALREADY THE TRANSPORT COST, THE NET PRICE IS 12,00 €/KG - DELIVERY DATE IS JUST AN INDICATION FOR OUR PROGRAM",0,1,0,0,
1024,76,367,300,4.6500,107,"857","09/24/20 00:00:00",5.3000,"DAVERIO, MI- ITALIA",1,"3OO KG TEST MOZZARELLA CUBETTATA SENZA LATTOSIO.",0,1,0,0,3
95,62,8,30000,0.6900,37,"59","10/07/15 00:00:00",0.7500,"CASALMAGGIORE (CR)",15,"LATTE CRUDO BIOLOGICO NAZIONALE - trasporto 450€ per cisterna, da aggiungere al prezzo.",0,1,0,0,
100,450,26,1000,5.3200,33,"63","10/16/15 00:00:00",5.6500,"CHEF  SERVICE  in Forlì",1,,0,0,0,0,
101,49,26,400,6.8000,70,"64","10/19/15 00:00:00",7.5000,"23900 ZENSON  DI  PIAVE",1,,0,0,0,0,
104,149,221,1000,3.8500,45,"66","10/26/15 00:00:00",4.2000,"Ponte San Marco, Brescia - Italie",16,,0,0,0,0,
109,66,254,300,14.7600,150,"69","12/02/15 00:00:00",16.2300,"LAVEZZOLA",3,"FROZEN TURKEY BREAST- THE PRICE INCLUDED ALREADY THE TRANSPORT COST, THE NET PRICE IS 14,50 €/KG - DELIVERY DATE IS JUST AN INDICATION FOR OUR PROGRAM",0,1,0,0,
115,11,12,20000,0.4400,37,"71","12/17/15 00:00:00",0.4700,"Loc. Cà Verde - 37015 - S.Ambrogio di Valpolicella (VR)",1," HUNGARIAN ORIGIN ORGANIC RAW MILK, DELIVERY IN THE MORNING.",0,1,0,0,
114,149,221,1000,3.8500,45,"70","12/15/15 00:00:00",4.1000,"PONTE SAN MARCO, BS- ITALIE",2,"Pagamento 30 GG. RIBA Netto  data fattura.",0,1,0,0,
116,263,26,450,6.9800,70,"72","12/30/15 00:00:00",7.9800,"via FENESTRELLE 32, 10064 PINEROLO (TO), ITALY",14,"delivery in WEEK 2",0,1,0,0,
673,1,284,75000,0.3500,193,"547","03/28/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
672,1,265,325000,0.3970,8,"546","03/26/19 00:00:00",0.4300,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Latte bio pastorizzato 3,5% - fatturazione con media valori.",1,0,0,0,
676,37,27,1500,4.6800,59,"550","04/03/19 00:00:00",4.9500,"PADOVA, ITALIEN",2,,0,1,0,0,
674,591,273,800,5.5000,33,"548","03/29/19 00:00:00",5.6500,"D-88367 Hohentengen",1,"If this pallett goes good, it is confirmed 1 FULLTRUCK of organic Butter at 5,06 €/kg Delivered Finck . Differently, Fulltruck is cancelled.",0,1,0,0,
679,71,251,24000,2.7500,45,"551","04/05/19 00:00:00",2.8200,"ALBAREDO, VR- ITALY",13,,0,1,0,0,
680,71,314,72000,2.7700,45,"552","04/05/19 00:00:00",2.8200,"ALBAREDO - VR, ITALY",13,,0,1,0,0,
681,71,188,4000,7.2100,58,"553","04/05/19 00:00:00",7.5000,"ALBAREDO, VR- ITALIE",1,,0,1,0,0,
685,1,284,75000,0.3500,193,"557","04/11/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",2,,1,0,0,0,
1063,78,36,22000,3.1100,17,"890","11/02/20 00:00:00",3.1400,"CASTELFRANCO  EMILIA,  MO - ITALY",15,"ARLA  UK   UNSALTED  WHEY  BUTTER.",0,1,0,0,1
467,1,284,75000,0.3350,38,"364","05/03/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",2,,1,0,0,0,
475,186,27,750,3.1500,45,"372","05/16/18 00:00:00",3.5500,"TRUCCAZZANO-MI,ITALIA",13,,0,1,0,0,
479,512,26,1000,6.8000,33,"376","05/21/18 00:00:00",7.0500,"VIDOR, TV- ITALY",3,,0,1,0,0,
477,162,26,8000,6.4800,33,"374","05/18/18 00:00:00",6.5300,"DOSSOBUONO, VR - ITALY",2,"PAGAMENTO RIBA 30 GG NETTO d.fattura.",0,1,0,0,
482,1,81,25000,0.3500,37,"379","05/24/18 00:00:00",0.3800,"Biomilchstraße 1 - 82346 Andechs",11,,1,0,0,0,
481,1,284,75000,0.3350,38,"378","05/24/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
480,1,284,25000,0.4400,184,"377","05/24/18 00:00:00",0.4600,"Haslacher Straße 12  -  79115 Freiburg",1,"Organic Past. Milk with natural fat content - latte bio pastorizzato con grasso naturale.",1,0,0,0,
484,93,250,2000,11.3500,150,"380","05/30/18 00:00:00",12.1000,"Ripalta Cremasca",1,"Organic Turkey Breast Frozen - better quality than the last deliveries
delivery date must be finally confirmed, the delivery asked is between 11/06 - 18/06",0,1,0,0,
468,557,294,500,2.9000,183,"365","05/03/18 00:00:00",3.0000,"SAN PIETRO IN GU-",13,,0,1,0,0,
485,80,330,500,11.4000,150,"381","05/30/18 00:00:00",12.7000,"Via s.Giovanni 16/A - 46020 San Giovanni del Dosso - Mantova",1,"500 kg as sample of Organic Turkey Breast Frozen - quality as the technical sheet agreeddelivery date 07/06 or 08/06",0,1,0,0,
486,80,330,3000,11.5500,150,"382","05/30/18 00:00:00",12.8500,"Via s.Giovanni 16/A - 46020 San Giovanni del Dosso - Mantova",1,"organic turkey breast frozen - packaging: in bags and boxes E2n as sample delivered",0,1,0,0,
